match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Attacker_rating,home_Attacker_rating,away_Defender_rating,home_Defender_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,away_Midfielder_rating,home_Midfielder_rating,HEAD_2_HEAD_HOME_TEAM_WINS,HEAD_2_HEAD_HOME_TEAM_LOSS,HEAD_2_HEAD_DRAW,HOME_WIN_RATE,HOME_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE,AWAY_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE_AT_THIS_GROUND
1475083,10261,10003,2013/2014,4/19/14 0:00,AWAY_WIN,78.5,73.66666667,75.25,74.25,80,79,75,74,0.25,0.75,0,0.417582418,0.411764706,0.230769231,0.176470588,1
1475084,9850,8650,2013/2014,4/20/14 0:00,AWAY_WIN,88,74,78.2,73,82,79,79.5,74,0,0.8,0.2,0.381818182,0.352941176,0.418181818,0.529411765,1
1475085,8586,9879,2013/2014,4/19/14 0:00,HOME_WIN,73,74,75.4,72,73,84,74.25,80.25,0.636363636,0.181818182,0.181818182,0.574074074,0.529411765,0.171171171,0.235294118,0.2
1475086,8654,9826,2013/2014,4/19/14 0:00,AWAY_WIN,72,73.5,71.5,73.25,74,76,71.6,75.25,0,1,0,0.393258427,0.352941176,0.235294118,0.235294118,1
1475087,9825,10261,2013/2014,4/28/14 0:00,HOME_WIN,80,78,75.4,80,79,80,74.25,83.25,0.666666667,0.111111111,0.222222222,0.630630631,0.647058824,0.260869565,0.411764706,0.25
1475088,9826,8456,2013/2014,4/27/14 0:00,AWAY_WIN,85.5,72,81.25,71.5,82,74,82.25,73,0,1,0,0.470588235,0.470588235,0.380952381,0.470588235,0.75
1475089,9879,8667,2013/2014,4/26/14 0:00,DRAW,75,73,69.5,75.4,69,73,72.5,76,0.2,0.8,0,0.462962963,0.294117647,0.150943396,0.1875,0.5
1475090,8650,8455,2013/2014,4/27/14 0:00,AWAY_WIN,78.5,89,79.2,78.2,77,82,80.33333333,80,0.545454545,0.272727273,0.181818182,0.594594595,0.882352941,0.47706422,0.470588235,0.2
1475091,10260,9850,2013/2014,4/26/14 0:00,HOME_WIN,72,87,73,80.75,79,83,74,78.8,0.8,0.2,0,0.788990826,0.4375,0.148148148,0.117647059,0
1475092,8466,8668,2013/2014,4/26/14 0:00,HOME_WIN,77,69,75,75.4,81,76,78,76.33333333,0,0.666666667,0.333333333,0.361111111,0.411764706,0.3,0.411764706,0
1475093,10194,8586,2013/2014,4/26/14 0:00,AWAY_WIN,74,71,75.75,71.5,84,82,80.25,75.4,0.272727273,0.545454545,0.181818182,0.449541284,0.529411765,0.396396396,0.529411765,0.6
1475095,8472,8344,2013/2014,4/27/14 0:00,HOME_WIN,72,72,73.8,72.6,75,72,69.75,73,0,0,1,0.343137255,0.1875,0.117647059,0.117647059,0.117193731
1475096,10003,10252,2013/2014,4/26/14 0:00,HOME_WIN,73,78.5,74.33333333,75.25,79,80,71.4,75,0.2,0.2,0.6,0.346153846,0.294117647,0.321100917,0.25,0
1475097,8659,8654,2013/2014,4/26/14 0:00,HOME_WIN,73.5,67,72,71,76,78,75.25,75.2,0.142857143,0.142857143,0.714285714,0.348837209,0.176470588,0.16091954,0.235294118,0
1475098,9825,8659,2013/2014,5/4/14 0:00,HOME_WIN,67,78,72.66666667,80,78,80,74.83333333,82.5,0.571428571,0.142857143,0.285714286,0.633928571,0.666666667,0.21686747,0.176470588,0.333333333
1475099,10252,8667,2013/2014,5/3/14 0:00,HOME_WIN,75,73,71.5,74,69,78,72.5,72.33333333,0.8,0,0.2,0.311926606,0.277777778,0.148148148,0.176470588,0
1475100,8455,9850,2013/2014,5/4/14 0:00,DRAW,73,78.5,72.4,81.75,79,77,74,81,0.8,0,0.2,0.714285714,0.833333333,0.145454545,0.111111111,0
1475101,9826,8650,2013/2014,5/5/14 0:00,DRAW,86,0,78,71.5,82,74,79.66666667,72.16666667,0,1,0,0.444444444,0.444444444,0.423423423,0.555555556,0
1475102,8668,8456,2013/2014,5/3/14 0:00,AWAY_WIN,85.5,77.5,81.75,76.2,82,81,82.25,76.66666667,0.636363636,0.272727273,0.090909091,0.54954955,0.722222222,0.386792453,0.5,0.2
1475103,10260,8472,2013/2014,5/3/14 0:00,AWAY_WIN,72,82,72.6,80.75,72,83,73,80.6,0.777777778,0,0.222222222,0.790909091,0.470588235,0.211538462,0.222222222,0
1475105,10261,8344,2013/2014,5/3/14 0:00,HOME_WIN,72,75,69.75,75.4,75,79,71,74.66666667,1,0,0,0.413043478,0.388888889,0.111111111,0.111111111,0.117193731
1475106,10194,9879,2013/2014,5/3/14 0:00,HOME_WIN,74,71,73,72,73,82,75.6,75.2,0.363636364,0.545454545,0.090909091,0.445454545,0.5,0.169642857,0.222222222,0.2
1475107,10003,8466,2013/2014,5/3/14 0:00,AWAY_WIN,62,78.5,75.83333333,73.75,76,80,76.33333333,75,0,0.333333333,0.666666667,0.358490566,0.333333333,0.243243243,0.333333333,0
1475108,8654,8586,2013/2014,5/3/14 0:00,HOME_WIN,75,73.5,75.75,72,84,76,81.33333333,73.25,0.25,0.625,0.125,0.388888889,0.333333333,0.401785714,0.555555556,0.75
1475109,8344,8455,2013/2014,5/11/14 0:00,AWAY_WIN,79.5,72.5,79.2,69.75,77,75,84.33333333,70,0,1,0,0.277777778,0.277777778,0.481818182,0.5,0.552796703
1475111,9879,9826,2013/2014,5/11/14 0:00,DRAW,71,67.5,71.5,72.75,72,73,73.25,74.25,1,0,0,0.458715596,0.277777778,0.277777778,0.277777778,0.241665877
1475112,8667,8668,2013/2014,5/11/14 0:00,AWAY_WIN,77.5,75,78.75,70.75,81,74,77.75,72.4,0.2,0.6,0.2,0.285714286,0.388888889,0.297297297,0.388888889,0
1475113,8650,10261,2013/2014,5/11/14 0:00,HOME_WIN,70,86,76.16666667,77.5,79,82,74.66666667,79.25,0.555555556,0.222222222,0.222222222,0.589285714,0.833333333,0.258064516,0.388888889,0
1475114,8456,8654,2013/2014,5/11/14 0:00,HOME_WIN,73.5,85.5,72,81.25,76,82,73.25,84,0.714285714,0.142857143,0.142857143,0.75,0.888888889,0.159090909,0.222222222,0
1475115,9850,9825,2013/2014,5/11/14 0:00,AWAY_WIN,78,73,77.75,72.75,75,79,82.5,73.8,0.2,0.6,0.2,0.375,0.333333333,0.477477477,0.555555556,0.5
1475116,8466,10260,2013/2014,5/11/14 0:00,DRAW,89,76,80,75.83333333,83,76,78.8,76.33333333,0,0.666666667,0.333333333,0.378378378,0.444444444,0.553571429,0.555555556,1
1475119,8586,10252,2013/2014,5/11/14 0:00,HOME_WIN,69,75,74.25,76.2,78,84,70.66666667,82.5,0.636363636,0.090909091,0.272727273,0.577981651,0.555555556,0.315315315,0.222222222,0.2
1475120,8659,10194,2013/2014,5/11/14 0:00,AWAY_WIN,70.5,67,72.75,72.33333333,72,78,75.5,74.83333333,0,0.625,0.375,0.356321839,0.222222222,0.151785714,0.111111111,1
1474174,10252,10261,2013/2014,9/14/13 0:00,AWAY_WIN,79.33333333,76,77.75,73.75,79,79,77,73,0.25,0.5,0.25,0.315217391,0,0.223684211,0,0.25
1474175,8668,8455,2013/2014,9/14/13 0:00,HOME_WIN,84,73.5,81.8,78.5,85,81,83,76.5,0.3,0.3,0.4,0.510638298,0,0.47311828,0,0.2
1474176,9879,8659,2013/2014,9/14/13 0:00,DRAW,76,0,71.5,75.66666667,72,73,75.75,76.42857143,0.4,0.4,0.2,0.489130435,0,0.223880597,0,0
1474177,8667,8344,2013/2014,9/14/13 0:00,DRAW,74,73,72.2,72,66,74,70.75,72.83333333,0.33,0.33,0.33,0.256410256,1,0,0,0.117193731
1474178,10260,9826,2013/2014,9/14/13 0:00,HOME_WIN,69,88,69.5,81.75,74,82,72,80.75,0.9,0,0.1,0.840425532,0,0,0,0
1474180,8466,8654,2013/2014,9/15/13 0:00,DRAW,72,75.33333333,72.25,74.16666667,73,75,73.25,78,0,0.5,0.5,0.3,0,0.14084507,0,0
1474182,10194,8456,2013/2014,9/14/13 0:00,DRAW,83,73.5,79,74.6,83,81,81.83333333,76.33333333,0.111111111,0.444444444,0.444444444,0.440860215,1,0.359550562,0,0
1474183,8472,9825,2013/2014,9/14/13 0:00,AWAY_WIN,80.5,76.5,77.75,71.66666667,79,74,81,73.2,0.111111111,0.444444444,0.444444444,0.367816092,0,0.468085106,1,0.5
1474184,10003,8650,2013/2014,9/16/13 0:00,DRAW,78,78,78.2,75.25,81,81,79.33333333,74.66666667,0.25,0.25,0.5,0.361111111,0,0.404255319,1,0
1474185,8586,9850,2013/2014,9/14/13 0:00,HOME_WIN,76,80.5,73.5,78,78,84,73.75,79.75,0.25,0.25,0.5,0.586956522,1,0.157894737,0,0.5
1474187,9825,10194,2013/2014,9/22/13 0:00,HOME_WIN,73.5,80,74.6,79.75,81,79,76.33333333,78.2,0.6,0.2,0.2,0.625,0.5,0.166666667,0.5,0
1474191,8344,8586,2013/2014,9/22/13 0:00,AWAY_WIN,80.5,74,78,72.2,84,73,79.75,71.66666667,0.33,0.33,0.33,0.5,0.5,0.375,0.5,0.330799653
1474193,8455,9879,2013/2014,9/21/13 0:00,HOME_WIN,78,84,78,81.4,73,85,75,82,0.5,0,0.5,0.697916667,1,0.166666667,0.5,0
1474195,9826,10003,2013/2014,9/22/13 0:00,AWAY_WIN,75.66666667,73,75.25,69.5,81,74,75,72.8,0,0.333333333,0.666666667,0.5,0.5,0.27027027,0.5,1
1474197,8650,8466,2013/2014,9/21/13 0:00,AWAY_WIN,75.33333333,77.33333333,74.16666667,81,75,81,78,79,0.5,0.5,0,0.552083333,1,0.19047619,0.5,0
1474200,8456,10260,2013/2014,9/22/13 0:00,HOME_WIN,87,85,82.5,80.75,82,83,81,83.75,0.3,0.6,0.1,0.72826087,1,0.552083333,0.5,0.6
1474202,10261,8667,2013/2014,9/21/13 0:00,AWAY_WIN,73,79.33333333,69.33333333,77.75,74,79,72,77,0,0.5,0.5,0.421052632,0.5,0.128205128,0,1
1474206,9850,10252,2013/2014,9/21/13 0:00,AWAY_WIN,76,76,73.66666667,74,79,78,70.75,73.5,0.25,0.5,0.25,0.4,0.5,0.336842105,0.5,0.5
1474207,8659,8472,2013/2014,9/21/13 0:00,HOME_WIN,75.5,76.5,72,71.5,74,72,74.4,75.5,0.714285714,0.142857143,0.142857143,0.38028169,0,0.204545455,0,0
1474208,8654,8668,2013/2014,9/21/13 0:00,AWAY_WIN,73.5,72,78.5,73,81,73,76.5,73.25,0,0.571428571,0.428571429,0.405405405,0.5,0.273684211,0,0.75
1474209,10252,8456,2013/2014,9/28/13 0:00,HOME_WIN,83,74,80.75,73,83,79,83,71,0.111111111,0.777777778,0.111111111,0.311827957,0,0.355555556,0,0.5
1474210,8668,10261,2013/2014,9/30/13 0:00,HOME_WIN,79.5,77,77.6,78.5,79,81,75.33333333,76.6,0.375,0.25,0.375,0.515789474,0.5,0.233766234,0.5,0.25
1474211,9879,8344,2013/2014,9/28/13 0:00,AWAY_WIN,73.5,78,72.4,78,73,73,71.66666667,75.83333333,0.33,0.33,0.33,0.483870968,0,0,0,0.117193731
1474212,8667,8654,2013/2014,9/28/13 0:00,HOME_WIN,71.5,73,72.75,70.25,73,74,73.5,73.2,0.25,0.5,0.25,0.25,0.5,0.138888889,0,0
1474213,10260,8659,2013/2014,9/28/13 0:00,AWAY_WIN,72.5,84.5,71.5,78.25,72,82,76.25,81.25,0.75,0,0.25,0.842105263,0.5,0.220588235,0,0
1474214,8466,9826,2013/2014,9/28/13 0:00,HOME_WIN,69.5,78,69.25,74.66666667,74,75,71.75,75,0.9,0.1,0,0.285714286,0,0,0,0
1474216,10194,9850,2013/2014,9/29/13 0:00,AWAY_WIN,73.5,73.5,72.25,74.4,78,81,74.25,76,0.5,0.25,0.25,0.436170213,0.5,0.153846154,0,0
1474219,8472,8650,2013/2014,9/29/13 0:00,AWAY_WIN,80.66666667,77,80.4,74,81,74,79,74,0.222222222,0.444444444,0.333333333,0.363636364,0,0.4,0.5,0.4
1474221,10003,9825,2013/2014,9/28/13 0:00,AWAY_WIN,81,77.5,80,72.5,79,81,78.2,75.25,0.5,0.5,0,0.351351351,0,0.473684211,1,0.5
1474223,8586,8455,2013/2014,9/28/13 0:00,DRAW,82,80.5,81.8,77.75,85,84,82.25,79.75,0.2,0.3,0.5,0.591397849,1,0.468085106,0,0.2
1474224,8344,10261,2013/2014,10/5/13 0:00,AWAY_WIN,79,73.5,76.8,72.4,79,73,78,71.66666667,0.33,0.33,0.33,0.333333333,0.333333333,0.230769231,0.333333333,0.210423746
1474227,9879,10194,2013/2014,10/5/13 0:00,HOME_WIN,72,0,74.4,76.5,81,73,76.5,76.16666667,0.5,0.4,0.1,0.478723404,0,0.164948454,0.333333333,0.2
1474231,8667,10252,2013/2014,10/5/13 0:00,DRAW,74,73,73.66666667,70.25,79,74,72,72.4,0,1,0,0.268292683,0.666666667,0.34375,0.666666667,1
1474233,8650,9826,2013/2014,10/5/13 0:00,HOME_WIN,71.5,80.66666667,69.5,80.25,74,81,71.75,77.66666667,0.291666667,0.416666667,0.291666667,0.546391753,0.666666667,0,0,0.25
1474234,8456,8668,2013/2014,10/5/13 0:00,HOME_WIN,74.5,85,78.5,81.75,81,82,76.25,84,0.2,0.7,0.1,0.731182796,1,0.28125,0.333333333,0.6
1474236,9850,8455,2013/2014,10/6/13 0:00,AWAY_WIN,81,73.5,82.5,74,85,78,82.2,74.25,0,0.75,0.25,0.390243902,0.333333333,0.463157895,0,0.5
1474238,8466,10003,2013/2014,10/6/13 0:00,HOME_WIN,78.33333333,78,74,74,81,75,75,75,0,0,1,0.318181818,0.333333333,0.289473684,0.666666667,0
1474241,8472,10260,2013/2014,10/5/13 0:00,AWAY_WIN,88,77,81.66666667,72,82,74,75.4,74.4,0,0.75,0.25,0.359550562,0,0.546391753,0.333333333,0.75
1474244,8586,8654,2013/2014,10/6/13 0:00,AWAY_WIN,70,79,72.75,77.75,73,84,73.75,79.75,0.714285714,0.142857143,0.142857143,0.585106383,0.666666667,0.136986301,0,0
1474245,8659,9825,2013/2014,10/6/13 0:00,DRAW,81,70,78,71.5,79,72,81.2,76.25,0.166666667,0.666666667,0.166666667,0.388888889,0.333333333,0.479166667,1,0.666666667
1474248,9825,9850,2013/2014,10/19/13 0:00,HOME_WIN,74,81,74.25,80.25,78,80,74.5,82.6,0.5,0.25,0.25,0.628865979,0.666666667,0.175,0.333333333,0
1474250,10252,8586,2013/2014,10/20/13 0:00,AWAY_WIN,80.5,73.66666667,79.2,73,84,79,78.33333333,72,0.1,0.6,0.3,0.319148936,0.333333333,0.381443299,0.666666667,0.6
1474254,8455,8344,2013/2014,10/19/13 0:00,HOME_WIN,73,83,72.6,79.75,73,85,70.5,83.2,0.33,0.33,0.33,0.701030928,1,0.333333333,0.333333333,0.117193731
1474256,9826,9879,2013/2014,10/21/13 0:00,AWAY_WIN,78,69,76,69.75,79,74,77.16666667,70.8,0.33,0.33,0.33,0.333333333,0.333333333,0.164948454,0.333333333,0.119062697
1474260,8668,8667,2013/2014,10/19/13 0:00,HOME_WIN,73,78,70.25,78.5,74,81,73.2,77.2,0.5,0.25,0.25,0.520833333,0.666666667,0.15,0.333333333,0
1474262,10260,8466,2013/2014,10/19/13 0:00,DRAW,74.5,88,75.16666667,79.33333333,76,82,75.5,76.2,1,0,0,0.833333333,0.333333333,0.227272727,0.666666667,0
1474265,10261,8650,2013/2014,10/19/13 0:00,DRAW,81,79.5,79.2,76.2,81,79,79,78,0.25,0.625,0.125,0.415584416,0.333333333,0.40625,0.666666667,0.5
1474268,10194,8659,2013/2014,10/19/13 0:00,DRAW,68.5,72,71.75,74.75,72,81,76.25,75.4,0.714285714,0,0.285714286,0.431578947,0.333333333,0.231884058,0.333333333,0
1474270,10003,8472,2013/2014,10/19/13 0:00,HOME_WIN,76,78.33333333,72.4,74,74,81,74.75,75.33333333,0,0.25,0.75,0.342105263,0,0.202247191,0,0
1474274,8654,8456,2013/2014,10/19/13 0:00,AWAY_WIN,85,70,79,72.75,82,73,83.4,75.5,0.166666667,0.666666667,0.166666667,0.4,0.333333333,0.351648352,0,0.333333333
1474288,10252,8668,2013/2014,10/26/13 0:00,AWAY_WIN,78,76,78.5,73,81,79,78,70,0.2,0.1,0.7,0.315789474,0.25,0.278350515,0.25,0.2
1474291,8455,8456,2013/2014,10/27/13 0:00,HOME_WIN,87,83,80.25,82.25,82,85,83.4,82,0.4,0.5,0.1,0.704081633,1,0.358695652,0.25,0.2
1474294,9826,9825,2013/2014,10/26/13 0:00,AWAY_WIN,81,0,80.25,69,80,74,82,71.16666667,0,1,0,0.25,0.25,0.474226804,0.75,1
1474296,8650,8659,2013/2014,10/26/13 0:00,HOME_WIN,75,84,71.5,79.33333333,72,81,76.25,79,0.571428571,0.428571429,0,0.551020408,0.75,0.228571429,0.25,0.5
1474298,10260,10194,2013/2014,10/26/13 0:00,HOME_WIN,72,88,74.5,79,81,82,75.2,81,0.9,0,0.1,0.824742268,0.25,0.163265306,0.25,0
1474306,9850,8344,2013/2014,10/26/13 0:00,DRAW,73.5,74,72.6,74.25,73,78,72,74.5,0.33,0.33,0.33,0.380952381,0.25,0.25,0.25,0.117193731
1474307,8466,9879,2013/2014,10/26/13 0:00,HOME_WIN,77,73,75.66666667,75.16666667,79,76,77.16666667,75,0,0,1,0.347826087,0.5,0.173469388,0.5,0
1474311,8472,10261,2013/2014,10/27/13 0:00,HOME_WIN,79.5,76.5,73.4,72.4,79,74,77.33333333,73.33333333,0.142857143,0.285714286,0.571428571,0.355555556,0,0.240506329,0.5,0.333333333
1474319,8586,8667,2013/2014,10/27/13 0:00,HOME_WIN,70,84,69,79.2,69,84,72.25,78.5,0.5,0.25,0.25,0.578947368,0.5,0.146341463,0.25,0.5
1474904,10003,8654,2013/2014,10/27/13 0:00,DRAW,70,76,72.75,75.75,73,80,75.5,75.33333333,0.5,0.5,0,0.358974359,0.25,0.148648649,0.25,0
1723982,9825,9826,2014/2015,8/16/14 0:00,HOME_WIN,72,76.5,73.75,77.5,74,80,73.6,82,1,0,0,0.637168142,0.571634479,0.263157895,0.192692706,0
1723983,8191,8455,2014/2015,8/18/14 0:00,AWAY_WIN,85,70.5,81,70,86,72,83.8,69,0,1,0,0.388888889,0.155483959,0.486486486,0.627727746,1
1723984,8197,8668,2014/2015,8/16/14 0:00,DRAW,78,70.5,77.75,69.25,82,74,79,69,0.333333333,0,0.666666667,0.314304778,0.188316812,0.303571429,0.253277369,0
1723985,8650,8466,2014/2015,8/17/14 0:00,HOME_WIN,77,83,75,77.2,75,82,76.66666667,80.25,0.5,0.5,0,0.592920354,0.455381844,0.263157895,0.465930679,0.5
1723986,10260,10003,2014/2015,8/16/14 0:00,AWAY_WIN,77.33333333,83.5,75,77.5,75,83,74.33333333,74.83333333,0.833333333,0,0.166666667,0.785714286,0.66381297,0.245283019,0.305422996,0
1723987,10261,8456,2014/2015,8/17/14 0:00,AWAY_WIN,83,73,80.4,73.75,82,79,84.5,74.4,0,0.9,0.1,0.419354839,0.361087814,0.392523364,0.617070213,0.8
1723988,10172,8667,2014/2015,8/16/14 0:00,AWAY_WIN,72.5,77,70.5,75.4,74,75,73.75,71.66666667,0.33,0.33,0.33,0.236842105,0.368416265,0.142857143,0.234266859,0.225597804
1723989,10194,10252,2014/2015,8/16/14 0:00,AWAY_WIN,73,78,74.25,73.5,78,82,73.75,75.6,0.333333333,0.166666667,0.5,0.45045045,0.388038224,0.3125,0.402799552,0.166666667
1723990,8659,8472,2014/2015,8/16/14 0:00,DRAW,74,69.5,73.6,71.25,74,78,75,74.25,0.666666667,0.222222222,0.111111111,0.352272727,0.238273128,0.219047619,0.134911376,0
1723991,8654,8586,2014/2015,8/16/14 0:00,AWAY_WIN,80,70.66666667,75.2,72,85,76,77.25,76,0.333333333,0.555555556,0.111111111,0.395604396,0.440919812,0.398230088,0.496281986,0.6
1724072,9825,8191,2014/2015,11/1/14 0:00,HOME_WIN,69,84,70.75,77,72,80,69.33333333,79.2,0.5,0,0.5,0.623931624,0.25,0.045454545,0,0
1724073,10252,8586,2014/2015,11/2/14 0:00,AWAY_WIN,80.5,76.5,77,74.25,85,78,75.33333333,74.25,0.083333333,0.666666667,0.25,0.315789474,0.25,0.393162393,0.25,0.666666667
1724074,8455,10172,2014/2015,11/1/14 0:00,HOME_WIN,75.5,85,73.66666667,81.75,75,86,74.5,84,0.25,0.5,0.25,0.717948718,1,0.12195122,0,0.5
1724075,9826,8472,2014/2015,11/3/14 0:00,AWAY_WIN,73,71.5,73.5,74,74,75,71.66666667,73.75,0.5,0,0.5,0.391304348,0.25,0.211009174,0,0
1724076,8668,10003,2014/2015,11/1/14 0:00,DRAW,79,78,75,78.5,76,82,74.5,79,0.8,0,0.2,0.534482759,0.25,0.245614035,0.25,0
1724077,8667,8466,2014/2015,11/1/14 0:00,AWAY_WIN,76,75.5,76.5,70.66666667,75,67,78,72.8,0,1,0,0.278688525,0.25,0.285714286,0.5,1
1724078,8197,8659,2014/2015,11/1/14 0:00,AWAY_WIN,68,70.5,72,69.75,78,74,74,71.5,0.666666667,0.333333333,0,0.25,0.25,0.213483146,0.25,1
1724079,8456,10260,2014/2015,11/2/14 0:00,HOME_WIN,87,87,76.66666667,81.2,83,83,79.8,82,0.416666667,0.5,0.083333333,0.743362832,0.5,0.52991453,0,0.5
1724080,10261,8650,2014/2015,11/1/14 0:00,HOME_WIN,81,72.5,79,74,81,79,79.33333333,70.75,0.2,0.6,0.2,0.412371134,0.25,0.422413793,0.5,0.4
1724081,10194,8654,2014/2015,11/1/14 0:00,DRAW,75,74,72.4,74,76,82,76.75,75.33333333,0.444444444,0.333333333,0.222222222,0.452173913,0.5,0.173913043,0.666666667,0.25
1724082,8191,8667,2014/2015,11/8/14 0:00,HOME_WIN,72,70,70.66666667,70.75,69,72,72.5,69.33333333,1,0,0,0.304347826,0,0.147540984,0.2,0
1724083,8650,8455,2014/2015,11/8/14 0:00,AWAY_WIN,85,81,81.25,79,86,81,83.8,78.83333333,0.5,0.333333333,0.166666667,0.584745763,0.4,0.49137931,0.6,0.333333333
1724084,10260,9826,2014/2015,11/8/14 0:00,HOME_WIN,71,87,73,66.5,75,84,73,79.66666667,1,0,0,0.775862069,0.5,0.25,0.2,0
1724085,10172,8456,2014/2015,11/8/14 0:00,DRAW,87,74,79.4,73.66666667,83,75,83.25,76,0,0.75,0.25,0.255813953,0.4,0.401785714,0.6,0.5
1724086,8466,8197,2014/2015,11/8/14 0:00,HOME_WIN,71.5,76,70.33333333,76.66666667,74,75,70,78,0.5,0.5,0,0.418604651,0.8,0.2,0.2,0
1724087,8472,8668,2014/2015,11/9/14 0:00,DRAW,80.5,74,79.25,74.33333333,82,74,79,72.8,0.181818182,0.545454545,0.272727273,0.348623853,0.2,0.307692308,0.4,0.2
1724088,10003,9825,2014/2015,11/9/14 0:00,HOME_WIN,84,79,76.75,73.25,80,76,79.8,72,0.333333333,0.5,0.166666667,0.379310345,0.75,0.478632479,0.4,0.666666667
1724089,8586,10194,2014/2015,11/9/14 0:00,AWAY_WIN,74,72,73.75,76.2,82,85,75.33333333,75,0.583333333,0.25,0.166666667,0.573913043,0.4,0.161016949,0.2,0.166666667
1724090,8659,10261,2014/2015,11/9/14 0:00,AWAY_WIN,67.5,70,72.75,72,79,78,73.5,73.75,0.3,0.5,0.2,0.344086022,0.2,0.255102041,0.25,0.4
1724091,8654,10252,2014/2015,11/8/14 0:00,DRAW,73,73.5,74.25,72.4,78,76,74.25,77.33333333,0.333333333,0.444444444,0.222222222,0.40625,0.6,0.316239316,0.4,0.4
1724092,9825,10260,2014/2015,11/22/14 0:00,AWAY_WIN,87,84,70.33333333,76.5,84,79,77.8,79.6,0.166666667,0.583333333,0.25,0.627118644,0.4,0.525423729,0,0.333333333
1724093,10252,8466,2014/2015,11/24/14 0:00,DRAW,76,73,76.66666667,72.75,75,78,80,74.5,0.25,0.5,0.25,0.313043478,0.2,0.302325581,0.6,0.5
1724094,8455,8659,2014/2015,11/22/14 0:00,HOME_WIN,71,85,71.5,81.5,78,86,74.8,84,0.6,0.2,0.2,0.720338983,1,0.222222222,0.4,0
1724095,9826,8650,2014/2015,11/23/14 0:00,HOME_WIN,76,71,76.75,74,80,75,79.8,73.6,0,0.5,0.5,0.375,0.2,0.418803419,0.4,0
1724096,8668,8654,2014/2015,11/22/14 0:00,HOME_WIN,73,78,72.8,76.75,76,81,75,78.5,0.666666667,0,0.333333333,0.52991453,0.2,0.172043011,0.5,0
1724097,8667,8586,2014/2015,11/23/14 0:00,AWAY_WIN,76.5,76,76.5,74.33333333,85,74,77.25,73.6,0.166666667,0.5,0.333333333,0.274193548,0.2,0.398305085,0.4,0.666666667
1724098,8197,8472,2014/2015,11/22/14 0:00,DRAW,74,71,74.5,69.75,74,74,73,70,0,0,1,0.2,0.2,0.218181818,0.2,0
1724099,8456,10003,2014/2015,11/22/14 0:00,HOME_WIN,77.33333333,87,72.75,81.75,76,83,73,82.8,0.666666667,0.166666667,0.166666667,0.745614035,0.6,0.24137931,0.2,0
1724100,10261,10172,2014/2015,11/22/14 0:00,HOME_WIN,73,67.5,73.71428571,72,76,79,76,76.33333333,0.75,0,0.25,0.418367347,0.4,0.119047619,0,0
1724101,10194,8191,2014/2015,11/22/14 0:00,AWAY_WIN,70,74,71,73.75,72,81,70.33333333,76.33333333,0.5,0,0.5,0.448275862,0.4,0.043478261,0,0
1724102,8191,10252,2014/2015,11/29/14 0:00,DRAW,73,70,72.75,70.5,78,72,74,70,0,0.5,0.5,0.333333333,0.166666667,0.313559322,0.333333333,0
1724103,8650,10194,2014/2015,11/29/14 0:00,HOME_WIN,73.5,76,74.25,78.2,81,80,76.5,79,0.333333333,0.25,0.416666667,0.579831933,0.333333333,0.168067227,0.333333333,0
1724104,10260,8667,2014/2015,11/29/14 0:00,HOME_WIN,76,87,73.5,77.5,73,84,72.25,81.16666667,1,0,0,0.777777778,0.6,0.14516129,0.166666667,0
1724105,10172,8197,2014/2015,11/29/14 0:00,HOME_WIN,71,76,69.75,73,74,76,70,76,0.33,0.33,0.33,0.25,0.333333333,0.166666667,0.166666667,0.255554303
1724106,8466,8456,2014/2015,11/30/14 0:00,AWAY_WIN,87,76,82,76.66666667,83,75,82.8,78,0.25,0.5,0.25,0.431818182,0.833333333,0.398230088,0.5,0
1724107,8472,8455,2014/2015,11/29/14 0:00,DRAW,85,74,81.5,74.5,86,74,84,74.75,0.181818182,0.818181818,0,0.345454545,0.166666667,0.495726496,0.666666667,1
1724108,10003,9826,2014/2015,11/29/14 0:00,DRAW,71,79.5,74,72.75,75,77,73.6,74.75,0.5,0,0.5,0.389830508,0.8,0.24,0.166666667,0
1724109,8586,8668,2014/2015,11/30/14 0:00,HOME_WIN,80.5,77,77.6,77.25,81,85,79.33333333,74.75,0.25,0.333333333,0.416666667,0.568965517,0.333333333,0.305084746,0.333333333,0.166666667
1724110,8659,9825,2014/2015,11/29/14 0:00,AWAY_WIN,81.5,71,77.5,71.75,63,78,80.25,74.8,0.125,0.625,0.25,0.340425532,0.166666667,0.474576271,0.333333333,0.5
1724111,8654,10261,2014/2015,11/29/14 0:00,HOME_WIN,69,77,73,72,68,76,74.66666667,75.75,0.25,0.375,0.375,0.402061856,0.5,0.262626263,0.4,0.5
1724112,9825,8466,2014/2015,12/3/14 0:00,HOME_WIN,76.5,84,76,77.5,75,63,77,79.8,0.5,0,0.5,0.621848739,0.333333333,0.295454545,0.5,0
1724113,8191,10261,2014/2015,12/2/14 0:00,DRAW,71.66666667,70,73,70.5,68,72,70.5,69.33333333,0.33,0.33,0.33,0.32,0.142857143,0.26,0.333333333,0.210423746
