match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Attacker_rating,home_Attacker_rating,away_Defender_rating,home_Defender_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,away_Midfielder_rating,home_Midfielder_rating
1710036,9941,9830,2014/2015,4/25/15 0:00,DRAW,69,0,75.66666667,68.5,78,75,73.5,70.5
1710037,7794,9853,2014/2015,5/2/15 0:00,HOME_WIN,77,71.33333333,74.33333333,71.25,83,72,73.4,71
1710038,9747,9837,2014/2015,5/2/15 0:00,HOME_WIN,68.5,74.5,72.33333333,71,74,73,71.6,72.75
1710039,8639,8588,2014/2015,5/3/15 0:00,HOME_WIN,70.33333333,74,67.66666667,70.25,70,81,64.5,72.4
1710040,8689,9827,2014/2015,5/2/15 0:00,DRAW,74,73,70,71,80,72,74,67.75
1710041,9748,4087,2014/2015,5/2/15 0:00,HOME_WIN,72,74.5,68.33333333,75.5,70,80,70.16666667,78
1710042,8550,8592,2014/2015,5/1/15 0:00,AWAY_WIN,78,70,75.75,69.2,82,66,77.5,68.25
1710043,9829,9941,2014/2015,5/3/15 0:00,HOME_WIN,78,74,68.33333333,76,75,79,70,77.6
1710044,10249,9851,2014/2015,5/2/15 0:00,DRAW,74,72.5,74.33333333,72.33333333,79,75,72.83333333,72
1710045,9830,9847,2014/2015,5/3/15 0:00,AWAY_WIN,87,69,81.33333333,75.66666667,74,78,81,73.5
1710046,9831,7819,2014/2015,5/2/15 0:00,DRAW,68,71,69.5,69.33333333,76,71,68.6,74
1710047,9827,9830,2014/2015,5/9/15 0:00,HOME_WIN,67.5,74,70.75,71,78,80,70.75,73.4
1710048,7819,9748,2014/2015,5/9/15 0:00,HOME_WIN,82,68,73.5,69.5,80,76,77.2,68.6
1710049,4087,9837,2014/2015,5/9/15 0:00,AWAY_WIN,68.5,72,72.33333333,66.33333333,74,70,71.8,70.66666667
1710050,8588,10249,2014/2015,5/10/15 0:00,AWAY_WIN,74,70.33333333,70,66,69,70,68.66666667,64.8
1710051,8592,9829,2014/2015,5/10/15 0:00,HOME_WIN,74,78,76.5,75.5,80,82,77.8,77.5
1710052,8550,8689,2014/2015,5/9/15 0:00,AWAY_WIN,73,66,71.8,69.2,72,66,67.66666667,68.66666667
1710053,9847,9747,2014/2015,5/8/15 0:00,HOME_WIN,75,87,71.25,81.33333333,73,83,73.5,80.8
1710054,9851,7794,2014/2015,5/9/15 0:00,AWAY_WIN,71,76.5,70.25,76,72,81,68.66666667,72.16666667
1710055,9853,9831,2014/2015,5/10/15 0:00,HOME_WIN,71,77,69,76,71,83,74,75.75
1710056,9941,8639,2014/2015,5/9/15 0:00,HOME_WIN,74,78,70.25,67.33333333,81,75,75.4,70
1710057,7794,7819,2014/2015,5/16/15 0:00,DRAW,68,73,69.5,70.5,76,72,68.6,70
1710058,4087,9853,2014/2015,5/16/15 0:00,AWAY_WIN,75.5,72,76.33333333,68.25,83,70,74.2,69.2
1710059,9747,9941,2014/2015,5/16/15 0:00,HOME_WIN,78,75,69.25,71.25,75,73,72.2,71.75
1710060,8639,8592,2014/2015,5/16/15 0:00,AWAY_WIN,78,74.5,75.2,76,82,81,79,75.25
1710061,9748,9827,2014/2015,5/16/15 0:00,DRAW,74,82,73.25,74.66666667,80,80,72.2,76
1710063,10249,9847,2014/2015,5/16/15 0:00,AWAY_WIN,85,74,82.33333333,71,83,69,78.83333333,72.5
1710064,9830,8689,2014/2015,5/16/15 0:00,DRAW,73,69,72.75,74.5,72,78,69,70.4
1710067,9827,10249,2014/2015,5/23/15 0:00,HOME_WIN,72.5,74,71,74.66666667,69,80,71.25,73.33333333
1710069,8588,9830,2014/2015,5/23/15 0:00,HOME_WIN,69,65.66666667,67.75,69.5,78,59,70.8,65
1710070,8689,9829,2014/2015,5/23/15 0:00,AWAY_WIN,74,73,74.66666667,72.75,80,72,78.83333333,69
1710071,8592,7794,2014/2015,5/23/15 0:00,HOME_WIN,73.5,78,67.8,75.5,70,82,71,78.5
1710072,8550,8639,2014/2015,5/23/15 0:00,AWAY_WIN,74.5,69,74.25,68,81,66,76.25,66
1710073,9847,9837,2014/2015,5/23/15 0:00,HOME_WIN,72,85,72.5,78,74,74,71.5,80
1710074,9851,9748,2014/2015,5/23/15 0:00,AWAY_WIN,69,76.5,73.5,75.66666667,80,81,75.6,72.8
1710075,9853,9747,2014/2015,5/23/15 0:00,HOME_WIN,76,77,71,76,72,83,71.75,72.2
1710076,9941,9831,2014/2015,5/23/15 0:00,AWAY_WIN,69,78,61.5,68.5,71,72,68,72.2
1709727,9827,7794,2014/2015,8/31/14 0:00,DRAW,70.5,70.5,71,73.66666667,72,81,69.8,72
1709728,7819,9851,2014/2015,8/30/14 0:00,AWAY_WIN,74.5,65.5,74.33333333,68.5,78,71,73.4,69
1709729,8588,9837,2014/2015,8/30/14 0:00,HOME_WIN,69,69.5,70.75,67,72,68,71.4,66.8
1709730,8689,9747,2014/2015,8/30/14 0:00,HOME_WIN,72,69.5,70.5,71.5,70,69,70.75,68.75
1709731,8592,9831,2014/2015,8/29/14 0:00,HOME_WIN,72,78,67.5,73.6,65,82,67.75,76.5
1709732,8550,9748,2014/2015,8/31/14 0:00,HOME_WIN,70,72.5,74,66.5,76,70,70.16666667,68.75
1709733,9829,8639,2014/2015,8/30/14 0:00,DRAW,73,75,75.25,74,80,76,73,78.66666667
1709734,9830,10249,2014/2015,8/30/14 0:00,HOME_WIN,75,0,71.66666667,70.2,74,69,71.66666667,70.6
1709735,9941,4087,2014/2015,8/30/14 0:00,HOME_WIN,69,77,65.33333333,68.33333333,67,74,70.16666667,71
1709736,9847,9853,2014/2015,8/31/14 0:00,HOME_WIN,75,87.5,72.75,79,83,84,74.75,80
1709737,7794,8588,2014/2015,9/13/14 0:00,DRAW,70,70.5,70,70.33333333,68,72,66.83333333,69.8
1709738,4087,8592,2014/2015,9/14/14 0:00,AWAY_WIN,78,67,74.6,65.75,82,68,76.5,70.2
1709739,9747,9827,2014/2015,9/14/14 0:00,HOME_WIN,74,68.5,73.2,70.5,81,70,75.33333333,70
1709740,8639,9830,2014/2015,9/14/14 0:00,HOME_WIN,0,74.5,70.2,74.25,69,80,71.6,74.75
1709741,9748,9829,2014/2015,9/12/14 0:00,HOME_WIN,0,79,74.5,73.66666667,76,76,77.5,72.66666667
1709742,10249,8689,2014/2015,9/13/14 0:00,HOME_WIN,69.5,73.5,68.4,71.66666667,69,74,69.66666667,71.8
1709743,9831,8550,2014/2015,9/13/14 0:00,HOME_WIN,72.5,69.5,66.5,67.5,70,65,68.25,70.5
1709744,9837,9941,2014/2015,9/13/14 0:00,HOME_WIN,77,68,69.25,71.66666667,74,72,69.6,70.8
1709745,9851,9847,2014/2015,9/13/14 0:00,DRAW,87.5,0,76,74.33333333,84,78,80,71.57142857
1709746,9853,7819,2014/2015,9/13/14 0:00,HOME_WIN,65.5,77,67.33333333,72.75,71,83,68.6,75.2
1709747,9827,4087,2014/2015,9/19/14 0:00,HOME_WIN,67,74,66.75,73.25,67,81,67.6,74.75
1709748,8588,9853,2014/2015,9/21/14 0:00,AWAY_WIN,75.5,70,73.5,67,83,68,72,66.5
1709749,8639,10249,2014/2015,9/21/14 0:00,DRAW,69.5,68.5,71.25,74,74,80,70.75,73
1709750,8689,9837,2014/2015,9/20/14 0:00,AWAY_WIN,68.33333333,69.5,71.66666667,70.25,72,69,70.5,68.75
1709751,8592,9851,2014/2015,9/20/14 0:00,HOME_WIN,73,78,74.33333333,73.6,78,82,72.16666667,76.5
1709752,8550,7794,2014/2015,9/20/14 0:00,HOME_WIN,70.5,71,70.33333333,66.5,72,65,70,71
1709753,9829,9747,2014/2015,9/21/14 0:00,HOME_WIN,68,69,69,73.66666667,71,76,70.75,77.66666667
1709754,9830,9831,2014/2015,9/20/14 0:00,HOME_WIN,70,67,67.5,72.2,65,69,71.2,70.5
1709755,9941,7819,2014/2015,9/20/14 0:00,DRAW,68.5,77,68.5,69.25,71,74,69.25,69.6
1709756,9847,9748,2014/2015,9/21/14 0:00,DRAW,79,87.5,74.66666667,78.25,76,84,72.66666667,81.5
1709757,7794,9830,2014/2015,9/24/14 0:00,DRAW,0,70.5,70.2,70.33333333,74,72,69.4,69.2
1709758,7819,9847,2014/2015,9/24/14 0:00,AWAY_WIN,85,68.5,79,68.5,84,71,80.5,69
1709759,4087,8588,2014/2015,9/24/14 0:00,HOME_WIN,69.5,67,70,66.75,68,67,65.83333333,70.6
1709760,9747,8550,2014/2015,9/24/14 0:00,AWAY_WIN,71,68.5,66.5,68.5,65,70,71,70.75
1709761,9748,8689,2014/2015,9/24/14 0:00,HOME_WIN,66,70,67.4,75,69,76,71,72.5
1709762,10249,9829,2014/2015,9/24/14 0:00,AWAY_WIN,0,73.5,73.66666667,72.66666667,76,74,77.28571429,71.8
1709763,9831,8639,2014/2015,9/24/14 0:00,HOME_WIN,72.5,72,74.2,66.66666667,80,65,73,70.4
1709764,9837,8592,2014/2015,9/23/14 0:00,AWAY_WIN,78,69,73.6,71.66666667,82,72,76.5,71.33333333
1709765,9851,9941,2014/2015,9/23/14 0:00,AWAY_WIN,77,71,68.25,74.33333333,74,78,71.2,71
1709766,9853,9827,2014/2015,9/25/14 0:00,DRAW,69,74,72.33333333,74,80,83,68.83333333,72.25
1709767,9827,9851,2014/2015,9/28/14 0:00,HOME_WIN,73,74.5,74.33333333,73,78,80,72.16666667,70.25
1709768,8588,7819,2014/2015,9/28/14 0:00,DRAW,69,70.5,67,67,71,68,69,66
1709769,8639,7794,2014/2015,9/27/14 0:00,HOME_WIN,73,70.66666667,70.2,77,72,80,67.25,71
1709770,8689,4087,2014/2015,9/27/14 0:00,AWAY_WIN,70,67.5,66.75,70.25,67,69,72.75,70
1709771,8592,9853,2014/2015,9/28/14 0:00,HOME_WIN,77,79,73.66666667,74,83,82,70.66666667,77
1709772,8550,9837,2014/2015,9/27/14 0:00,HOME_WIN,68.33333333,71,71.66666667,68.8,60,65,71.25,71.25
1709773,9829,9831,2014/2015,9/27/14 0:00,AWAY_WIN,69,75,66.25,74,65,76,70.5,78
1709774,10249,9747,2014/2015,9/27/14 0:00,HOME_WIN,68.33333333,72,71.33333333,71.66666667,70,74,65.25,71.66666667
1709775,9830,9748,2014/2015,9/28/14 0:00,DRAW,79,67,75,70.2,76,74,73.2,70.25
1709776,9941,9847,2014/2015,9/27/14 0:00,DRAW,77.5,77,77,70,84,74,80.75,70.2
1709777,7794,8689,2014/2015,10/4/14 0:00,AWAY_WIN,69.5,70.5,69,70.33333333,69,72,70.25,69.4
1709778,7819,8592,2014/2015,10/4/14 0:00,AWAY_WIN,79,69,74,67,82,71,77,69
1709779,4087,8550,2014/2015,10/4/14 0:00,HOME_WIN,72,71,68.8,66.75,65,67,72.66666667,72.4
1709780,9747,9830,2014/2015,10/5/14 0:00,AWAY_WIN,0,69.5,72.2,71,74,71,69.8,71.25
1709781,9748,8639,2014/2015,10/5/14 0:00,HOME_WIN,70,79,74.2,76,80,76,67.66666667,74.2
1709782,9831,10249,2014/2015,10/4/14 0:00,DRAW,75,70,71.66666667,68,74,65,71.5,73.5
1709783,9837,9827,2014/2015,10/3/14 0:00,HOME_WIN,74.5,68.5,73.33333333,71,80,77,72,71
1709784,9851,8588,2014/2015,10/4/14 0:00,HOME_WIN,70.5,74,64.5,74.25,68,78,65,71.66666667
1709785,9853,9941,2014/2015,10/5/14 0:00,AWAY_WIN,77,74,69.6,74,74,83,71.25,74.5
1709786,9847,9829,2014/2015,10/5/14 0:00,DRAW,0,85,74,77.33333333,76,84,75.28571429,80.5
1989778,7794,9851,2015/2016,8/8/15 0:00,HOME_WIN,72,72.66666667,75.5,69.5,81,70,72.85714286,67.66666667
1989779,9827,9837,2015/2016,8/9/15 0:00,AWAY_WIN,70,77,73.33333333,73,76,80,72.16666667,74.57142857
1989781,8639,9847,2015/2016,8/7/15 0:00,AWAY_WIN,85,71,83.66666667,71.75,82,81,81.5,74.75
1989782,9748,8689,2015/2016,8/9/15 0:00,DRAW,70.33333333,81.5,72.6,77.33333333,75,81,73,76.2
1989783,8592,7819,2015/2016,8/8/15 0:00,AWAY_WIN,68,76.5,71.5,72.4,76,83,72.2,75
1989784,10249,8121,2015/2016,8/8/15 0:00,AWAY_WIN,69.5,0,65,70.5,71,77,70.6,74
1989785,9830,9747,2015/2016,8/8/15 0:00,HOME_WIN,69,68,73,67.33333333,75,78,72.4,69.33333333
1989786,9831,9829,2015/2016,8/8/15 0:00,AWAY_WIN,77,76.66666667,78,64,81,72,77.16666667,70.8
1990132,10242,6391,2015/2016,8/8/15 0:00,DRAW,57,69,65,66.66666667,60,60,65.83333333,69.4
1989868,7794,9847,2015/2016,10/17/15 0:00,AWAY_WIN,87,72,83,72,82,71,79.6,68.5
1989869,9827,10249,2015/2016,10/18/15 0:00,DRAW,71,68.5,73.25,73.5,70,80,73.2,76.25
1989870,9747,8639,2015/2016,10/17/15 0:00,DRAW,70,70,71,72.5,81,75,72.8,69
1989871,8592,8689,2015/2016,10/18/15 0:00,DRAW,74,76.5,70.75,76.6,76,83,71.25,77
1989872,9829,9748,2015/2016,10/16/15 0:00,DRAW,81,75,78.33333333,75.66666667,81,81,78.6,77.33333333
1989875,9851,9831,2015/2016,10/18/15 0:00,AWAY_WIN,78.5,76,73,73.5,58,69,73.57142857,74.14285714
1989876,9853,6391,2015/2016,10/17/15 0:00,HOME_WIN,65.33333333,74,69,77,68,83,66,74.8
1989877,9941,8121,2015/2016,10/17/15 0:00,AWAY_WIN,67,78,65.66666667,71.83333333,71,72,70.2,76
1989878,8121,9747,2015/2016,10/24/15 0:00,DRAW,73,67,72.5,65.66666667,75,71,73,70.8
1989879,9827,10242,2015/2016,10/25/15 0:00,HOME_WIN,70,77,70.66666667,72.33333333,63,80,69.83333333,74.33333333
1989880,7819,9830,2015/2016,10/23/15 0:00,AWAY_WIN,71.5,72,73.25,71.5,79,76,71,72
1989881,6391,9831,2015/2016,10/24/15 0:00,HOME_WIN,78.5,67,69,68.8,61,68,73.57142857,66.75
1989882,8639,8592,2015/2016,10/25/15 0:00,AWAY_WIN,76.5,67.5,76.6,72.25,83,81,75,76.25
1989883,8689,9851,2015/2016,10/24/15 0:00,DRAW,76,74,74,71.83333333,69,76,73.33333333,71.5
1989884,9748,9941,2015/2016,10/23/15 0:00,HOME_WIN,78,81,71.83333333,77.33333333,72,81,75.66666667,77.8
1989885,10249,7794,2015/2016,10/24/15 0:00,HOME_WIN,72,71,71.4,73.66666667,71,70,67.33333333,72.5
1989886,9847,9853,2015/2016,10/25/15 0:00,HOME_WIN,74,87,77,81.75,83,82,74.2,81.75
1989887,9837,9829,2015/2016,10/25/15 0:00,AWAY_WIN,72,65,77.33333333,71.33333333,81,75,78.16666667,73.33333333
1989888,7794,7819,2015/2016,10/31/15 0:00,HOME_WIN,69.33333333,75,69.75,71.6,76,71,72.66666667,68.5
1989889,6391,9827,2015/2016,10/31/15 0:00,HOME_WIN,77,66,75,68.8,80,68,75,66.75
1989890,9747,8689,2015/2016,10/31/15 0:00,DRAW,74,73,71,72.5,76,75,72.33333333,73
1989891,9829,8121,2015/2016,11/1/15 0:00,HOME_WIN,69.5,77.5,66.33333333,77.33333333,71,81,70.8,77.6
1989892,9830,8592,2015/2016,11/1/15 0:00,AWAY_WIN,77,71.5,77,73.25,83,79,75,72.5
1989893,9831,8639,2015/2016,11/1/15 0:00,DRAW,71.5,78.5,71,73,81,71,76.5,73.14285714
1989894,9851,9847,2015/2016,10/30/15 0:00,AWAY_WIN,0,76,82,74,82,81,80.42857143,75.16666667
1989895,9853,9837,2015/2016,10/31/15 0:00,HOME_WIN,64,74.5,71.33333333,76.5,75,83,72.33333333,74.25
1989896,9941,10249,2015/2016,10/31/15 0:00,DRAW,64,78,72.25,73,70,72,72.8,72.71428571
1989897,10242,9748,2015/2016,10/31/15 0:00,AWAY_WIN,81,70,76.66666667,72,81,63,77.8,69.83333333
1989898,8121,9851,2015/2016,11/6/15 0:00,AWAY_WIN,75,69.5,74,66.33333333,81,71,74,69.2
1989899,9827,9829,2015/2016,11/8/15 0:00,HOME_WIN,70.5,0,77.33333333,74.25,81,80,78.8,74.5
1989900,7819,9747,2015/2016,11/7/15 0:00,HOME_WIN,70.66666667,72,69,70.25,75,76,72.33333333,73
1989901,8639,7794,2015/2016,11/7/15 0:00,DRAW,75,68.33333333,72.25,72.25,71,81,68.4,77
1989902,8689,10242,2015/2016,11/7/15 0:00,HOME_WIN,67.33333333,74,71.66666667,71.8,63,76,70,70.66666667
1989903,9748,9853,2015/2016,11/8/15 0:00,HOME_WIN,74.5,80.5,76.5,76.66666667,83,81,75.75,78.4
1989904,8592,9831,2015/2016,11/8/15 0:00,AWAY_WIN,78.5,79,73,72.8,71,83,73.14285714,74.25
1989906,9847,9941,2015/2016,11/7/15 0:00,HOME_WIN,0,87,73.5,82.25,72,82,72.125,81.75
1989907,9837,6391,2015/2016,11/7/15 0:00,AWAY_WIN,65.5,0,69.5,73.33333333,68,76,67,71.85714286
1989908,7794,6391,2015/2016,11/22/15 0:00,AWAY_WIN,66,71.33333333,69.8,72.25,68,71,66.66666667,67.33333333
1989909,7819,8121,2015/2016,11/22/15 0:00,DRAW,69,72,66.75,70.25,71,76,71,73
1989910,9747,9941,2015/2016,11/21/15 0:00,HOME_WIN,78,71,71.66666667,73,70,75,72.5,72.33333333
1989911,8689,9847,2015/2016,11/21/15 0:00,AWAY_WIN,89,74.5,75.33333333,71.83333333,82,76,78.5,69
1989914,9831,9748,2015/2016,11/20/15 0:00,HOME_WIN,80.5,78.5,75,72.5,81,71,77.83333333,73.33333333
1989915,9851,9827,2015/2016,11/22/15 0:00,DRAW,0,70.66666667,73.2,74,80,81,75,73.83333333
1989916,9853,8592,2015/2016,11/22/15 0:00,AWAY_WIN,79,75,77,74.75,83,83,74.33333333,74.6
1989917,10242,8639,2015/2016,11/21/15 0:00,DRAW,69.66666667,70,76.75,69.75,81,63,71.66666667,68.6
1989918,8121,8639,2015/2016,11/28/15 0:00,HOME_WIN,72.5,69.5,73.75,66.66666667,81,72,74.5,71.2
1989919,9827,7819,2015/2016,11/29/15 0:00,AWAY_WIN,72,77,70.5,72.25,76,80,73,75.4
1989920,6391,8689,2015/2016,11/28/15 0:00,DRAW,74.5,66,71.6,69.5,76,61,72.66666667,66.5
1989921,9748,10249,2015/2016,11/27/15 0:00,AWAY_WIN,68,80.5,72.5,75,70,81,73.4,77.66666667
1989922,8592,9829,2015/2016,11/29/15 0:00,DRAW,70.5,77,75.83333333,77.5,81,83,77.5,74.5
1989924,9847,10242,2015/2016,11/28/15 0:00,HOME_WIN,70,87,69,82.25,63,82,69.42857143,79.75
1989925,9837,9851,2015/2016,11/28/15 0:00,DRAW,68.5,70,76.5,73.33333333,81,76,73.5,71.83333333
1989926,9853,9747,2015/2016,11/29/15 0:00,HOME_WIN,69,70,72.75,73.25,75,83,73,75.4
1989927,9941,9831,2015/2016,11/28/15 0:00,HOME_WIN,78.5,78,72.5,66,71,67,73.83333333,72.5
1989928,8121,9847,2015/2016,12/1/15 0:00,DRAW,85,69.5,84,66.66666667,82,72,81.16666667,71.2
1989929,7794,9827,2015/2016,12/2/15 0:00,HOME_WIN,75.5,72,70,70.6,80,71,74.2,68
1989930,9747,9837,2015/2016,12/2/15 0:00,AWAY_WIN,69,70,73.33333333,71.75,76,75,71.2,72.33333333
1989932,8689,9831,2015/2016,12/1/15 0:00,DRAW,62,74.5,67.33333333,72,64,76,73,69.25
1989933,9829,7819,2015/2016,12/2/15 0:00,DRAW,73,75,70.5,75.25,76,81,73,78
1989934,10249,6391,2015/2016,12/2/15 0:00,AWAY_WIN,69.5,69.5,71.33333333,76,61,70,67.4,74
1989936,9851,8592,2015/2016,12/3/15 0:00,AWAY_WIN,77,60,77.33333333,75.33333333,83,81,75,71.6
1989937,10242,9941,2015/2016,12/2/15 0:00,AWAY_WIN,78,69,66.66666667,69.66666667,67,63,72.83333333,68.8
1989938,7794,9829,2015/2016,12/5/15 0:00,AWAY_WIN,75,69,75.2,71.2,81,71,73,69.5
1989939,9827,9747,2015/2016,12/6/15 0:00,HOME_WIN,66,70.5,73.33333333,69.75,75,80,67.66666667,76.25
1989940,7819,8639,2015/2016,12/5/15 0:00,AWAY_WIN,71.5,72,73.75,71.5,81,76,76.25,73
1989941,6391,9830,2015/2016,12/5/15 0:00,DRAW,73.5,66,73,70.4,69,60,73,66.5
1989942,9748,8121,2015/2016,12/5/15 0:00,AWAY_WIN,71,84,66.5,74,72,81,71.2,72.5
1989943,8592,10249,2015/2016,12/6/15 0:00,DRAW,68,79,72.5,75.33333333,70,83,73.4,75
1989944,9831,9847,2015/2016,12/4/15 0:00,AWAY_WIN,87,78.5,82.5,72.5,82,64,82,74
1989945,9837,10242,2015/2016,12/5/15 0:00,DRAW,68,69,70.5,72.25,63,76,67.8,71.75
1989946,9853,9851,2015/2016,12/6/15 0:00,DRAW,76,75,74.33333333,74.5,81,83,75.33333333,74.6
1989947,9941,8689,2015/2016,12/5/15 0:00,AWAY_WIN,72,78,71,67.66666667,76,67,70.66666667,72
1989948,8121,9827,2015/2016,12/13/15 0:00,DRAW,77,70,70,66.33333333,80,72,73.16666667,71.2
1989949,8639,8689,2015/2016,12/12/15 0:00,HOME_WIN,73,71.5,71.66666667,71.5,76,81,72,76.5
1989950,8592,6391,2015/2016,12/13/15 0:00,DRAW,69.5,79,70.75,77,68,83,67.25,75
1989951,9829,9853,2015/2016,12/13/15 0:00,HOME_WIN,75,72,74.5,75.66666667,83,72,74.6,78
1989952,10249,9747,2015/2016,12/12/15 0:00,HOME_WIN,70,69.5,71.75,74,75,71,68,74.4
1989953,9830,9941,2015/2016,12/12/15 0:00,DRAW,78,71.5,68.25,71.5,67,79,73.4,73.5
1989954,9847,9748,2015/2016,12/13/15 0:00,HOME_WIN,72.5,87,75.33333333,84,81,82,78,81.2
1989955,9837,9831,2015/2016,12/12/15 0:00,DRAW,79,69,71,72.75,64,75,74,69.6
1989956,9851,7819,2015/2016,12/11/15 0:00,DRAW,73,70.66666667,71.75,74.33333333,76,81,73,74.5
1989957,10242,7794,2015/2016,12/12/15 0:00,DRAW,72,68,72.25,70.75,71,63,65.25,71
1989958,7794,9837,2015/2016,12/19/15 0:00,HOME_WIN,66.5,72,71.25,72.25,73,71,71.25,67.5
1989959,9827,8592,2015/2016,12/20/15 0:00,DRAW,79,64,75.66666667,70,83,80,74.66666667,73.66666667
1989960,7819,9847,2015/2016,12/19/15 0:00,AWAY_WIN,89,73,84,70.5,82,76,82.5,73
1989961,6391,9748,2015/2016,12/20/15 0:00,HOME_WIN,72.5,67,75.33333333,70.75,81,68,76.6,67.25
1989962,9747,9851,2015/2016,12/19/15 0:00,AWAY_WIN,69,70,74.66666667,72.66666667,81,75,75.2,70.25
1989963,8689,9830,2015/2016,12/19/15 0:00,DRAW,71.5,73.66666667,71.66666667,72,79,76,72.8,71.5
1989964,9831,10249,2015/2016,12/18/15 0:00,HOME_WIN,68,79,72.75,71,71,64,74.4,73.83333333
1989965,9853,8121,2015/2016,12/20/15 0:00,HOME_WIN,68.5,71.5,68.33333333,76.33333333,72,83,71.4,74.4
1989966,9941,8639,2015/2016,12/19/15 0:00,DRAW,72,78,73.75,68.66666667,81,67,76.5,72.83333333
1989967,10242,9829,2015/2016,12/19/15 0:00,DRAW,72,65,75.66666667,70.66666667,72,63,78,67.16666667
1989788,8121,9830,2015/2016,8/15/15 0:00,DRAW,75,69.5,67.33333333,65.66666667,78,71,69.66666667,70.6
1989789,7819,9941,2015/2016,8/15/15 0:00,HOME_WIN,78,73,74.25,71.5,74,76,73.6,72.2
1989790,9747,9748,2015/2016,8/15/15 0:00,AWAY_WIN,84,69,77.33333333,73,81,72,78.83333333,72.2
1989791,8689,7794,2015/2016,8/16/15 0:00,DRAW,73,73,68,72.6,70,75,68,70.5
1989792,9829,8639,2015/2016,8/14/15 0:00,DRAW,71,72,73.75,78,81,81,76.75,78.83333333
1989793,9847,6391,2015/2016,8/16/15 0:00,HOME_WIN,66,77,68.75,83.66666667,61,82,67.2,82
1989794,9837,8592,2015/2016,8/16/15 0:00,HOME_WIN,76.5,70,76.6,73.33333333,83,76,75.66666667,72.33333333
1989795,9851,10249,2015/2016,8/15/15 0:00,HOME_WIN,73,75,72,75.5,77,81,73.6,73.42857143
1989796,9853,9827,2015/2016,8/15/15 0:00,DRAW,77,74,71.75,75.75,68,83,75.4,75.5
1989797,10242,9831,2015/2016,8/15/15 0:00,DRAW,76.66666667,69,67.5,66.66666667,71,71,72.4,67.8
1989970,8121,7819,2015/2016,1/9/16 0:00,HOME_WIN,73,70.5,70.25,66.66666667,76,68,73,70.4
1989971,9829,6391,2015/2016,1/9/16 0:00,DRAW,66.5,70.5,70.75,77.33333333,70,81,66.5,78
1989973,8639,9831,2015/2016,1/10/16 0:00,DRAW,79,71.33333333,72,73.75,66,81,73.42857143,76
1989974,10249,9827,2015/2016,1/9/16 0:00,AWAY_WIN,77,69.5,70.5,74,80,71,75,72.8
1989975,8592,9747,2015/2016,1/10/16 0:00,DRAW,70.66666667,79,72.25,76,76,83,74,73.66666667
1989976,9748,10242,2015/2016,1/9/16 0:00,HOME_WIN,67.5,83,70.33333333,76.75,65,81,66.6,75.4
1989977,9847,7794,2015/2016,1/8/16 0:00,HOME_WIN,69,89,71.6,84,71,82,67.33333333,82.66666667
1989978,9837,9941,2015/2016,1/9/16 0:00,AWAY_WIN,78,0,70.5,72.2,67,73,72.14285714,71.8
1989979,9851,8689,2015/2016,1/9/16 0:00,DRAW,72,67,68.4,74.5,76,81,72.66666667,74.4
1989981,9747,9830,2015/2016,1/16/16 0:00,DRAW,71,74.33333333,72.66666667,71.75,79,76,72.16666667,74
1989982,10242,9851,2015/2016,1/16/16 0:00,AWAY_WIN,67,67.66666667,74.5,70.33333333,81,65,72,66.25
1989983,9827,8639,2015/2016,1/16/16 0:00,HOME_WIN,72.5,77,72.4,70,81,80,77,74.6
1989984,8689,9829,2015/2016,1/17/16 0:00,AWAY_WIN,72,72,77.75,71.6,81,76,76.8,72.66666667
1989985,6391,9837,2015/2016,1/16/16 0:00,DRAW,65,66.5,73,71.33333333,73,70,71.4,67
1989986,9831,8121,2015/2016,1/15/16 0:00,HOME_WIN,70.5,74.66666667,71,72,68,66,70.8,73.66666667
1989987,7794,10249,2015/2016,1/16/16 0:00,HOME_WIN,69,71,72.5,69.8,71,71,72.8,67
1989989,9941,9847,2015/2016,1/16/16 0:00,AWAY_WIN,89,78,81.66666667,70.75,82,67,81.16666667,74.4
1989990,9829,9941,2015/2016,1/24/16 0:00,HOME_WIN,78,75,70.8,77.75,67,81,74.75,76.8
1989991,9747,7794,2015/2016,1/23/16 0:00,HOME_WIN,72,74.66666667,70.16666667,72.75,71,76,69,72.66666667
1989992,9830,9827,2015/2016,1/23/16 0:00,DRAW,71.5,75,70,72,80,79,72.6,72.16666667
1989993,8639,10242,2015/2016,1/23/16 0:00,AWAY_WIN,67.66666667,72.5,65,73.75,65,81,65,76.5
1989995,9831,8689,2015/2016,1/23/16 0:00,HOME_WIN,72,74,71.6,74,76,66,72.66666667,73.66666667
1989996,9748,8592,2015/2016,1/24/16 0:00,DRAW,79,83,74.66666667,77,83,81,73.66666667,76.4
1989997,9847,8121,2015/2016,1/23/16 0:00,HOME_WIN,70.33333333,89,71,80.66666667,68,82,73.5,81.5
1989999,9851,6391,2015/2016,1/22/16 0:00,HOME_WIN,67,72.33333333,69.2,74.66666667,70,81,66.66666667,75.25
1990000,8121,9829,2015/2016,1/30/16 0:00,HOME_WIN,70.5,70.33333333,77.75,68.66666667,81,68,78,73.5
1990002,10242,9830,2015/2016,1/30/16 0:00,AWAY_WIN,75,69,73.25,65,79,65,72.6,67
